Time (days),Concentration (mg/L),Concentration Upper (mg/L),Concentration Lower (mg/L)
-76.69533906781356,0.917504549158122,1.0092550040739343,0.8257540942423098
-76.59531906381277,0.9178621912732788,1.0096484104006067,0.826075972145951
-76.49529905981197,0.9182097417427904,1.0100307159170694,0.8263887675685113
-76.39527905581116,0.918547478558575,1.0104022264144326,0.8266927307027175
-76.29525905181036,0.9188756723717129,1.0107632396088841,0.8269881051345416
-76.19523904780957,0.9191945866712037,1.011114045338324,0.8272751280040833
-76.09521904380875,0.9195044779591169,1.0114549257550287,0.8275540301632053
-75.99519903980796,0.919805595922167,1.011786155514384,0.8278250363299503
-75.89517903580716,0.9200981835997485,1.0121080019597235,0.8280883652397737
-75.79515903180636,0.9203824775484691,1.0124207253033162,0.8283442297936222
-75.69513902780557,0.9206587080032199,1.012724578803542,0.8285928372028979
-75.59511902380476,0.9209270990348245,1.0130198089383071,0.8288343891313421
-75.49509901980396,0.9211878687043068,1.0133066555747376,0.8290690818338762
-75.39507901580316,0.9214412292138245,1.0135853521352072,0.8292971062924421
-75.29505901180237,0.9216873870543113,1.0138561257597425,0.8295186483488802
-75.19503900780157,0.921926543149874,1.0141191974648616,0.8297338888348866
-75.09501900380076,0.9221588929989915,1.0143747822988907,0.8299430036990924
-74.99499899979996,0.9223846268125624,1.0146230894938186,0.8301461641313062
-74.89497899579916,0.9226039296488517,1.014864322613737,0.8303435366839665
-74.79495899179835,0.9228169815453827,1.015098679699921,0.8305352833908445
-74.69493898779756,0.9230239576478241,1.0153263534126065,0.8307215618830417
-74.59491898379676,0.9232250283359232,1.0155475311695157,0.8309025255023309
-74.49489897979596,0.9234203593465337,1.0157623952811872,0.8310783234118803
-74.39487897579517,0.923610111893787,1.0159711230831656,0.8312491007044083
-74.29485897179435,0.9237944427864606,1.0161738870651067,0.8314149985078145
-74.19483896779356,0.9239735045425896,1.0163708549968486,0.8315761540883307
-74.09481896379276,0.9241474455013744,1.0165621900515118,0.831732700951237
-73.99479895979195,0.9243164099324324,1.0167480509256757,0.8318847689391892
-73.89477895579115,0.9244805381424456,1.0169285919566902,0.832032484328201
-73.79475895179036,0.9246399665792516,1.0171039632371768,0.8321759699213265
-73.69473894778956,0.9247948279334292,1.017274310726772,0.8323153451400862
-73.59471894378876,0.9249452512374254,1.017439776361168,0.8324507261136829
-73.49469893978795,0.9250913619622754,1.017600498158503,0.8325822257660479
-73.39467893578716,0.9252332821119614,1.0177566103231577,0.8327099539007653
-73.29465893178636,0.9253711303154583,1.0179082433470041,0.8328340172839125
-73.19463892778556,0.9255050219165157,1.0180555241081675,0.8329545197248642
-73.09461892378476,0.9256350690612214,1.0181985759673435,0.8330715621550993
-72.99459891978395,0.9257613807833919,1.0183375188617312,0.8331852427050527
-72.89457891578316,0.9258840630878392,1.0184724693966232,0.8332956567790553
-72.79455891178236,0.9260032190315557,1.0186035409347114,0.8334028971284001
-72.69453890778155,0.9261189488028637,1.0187308436831501,0.8335070539225774
-72.59451890378075,0.9262313497985736,1.018854484778431,0.8336082148187163
-72.49449889977996,0.9263405166991945,1.018974568369114,0.833706465029275
-72.39447889577916,0.9264465415422395,1.0190911956964634,0.8338018873880155
-72.29445889177836,0.9265495137936673,1.019204465173034,0.8338945624143006
-72.19443888777755,0.9266495204175064,1.019314472459257,0.8339845683757557
-72.09441888377675,0.9267466459436943,1.0194213105380638,0.8340719813493248
-71.99439887977596,0.9268409725341825,1.0195250697876008,0.8341568752807643
-71.89437887577515,0.926932580047338,1.019625838052072,0.8342393220426042
-71.79435887177435,0.9270215461006862,1.019723700710755,0.8343193914906176
-71.69433886777355,0.9271079461320314,1.0198187407452346,0.8343971515188283
-71.59431886377276,0.9271918534589919,1.019911038804891,0.8344726681130927
-71.49429885977196,0.9272733393369893,1.0200006732706883,0.8345460054032904
-71.39427885577115,0.9273524730157255,1.0200877203172982,0.834617225714153
-71.29425885177035,0.9274293217941859,1.0201722539736047,0.8346863896147674
-71.19423884776955,0.9275039510742015,1.0202543461816218,0.8347535559667814
-71.09421884376876,0.9275764244126058,1.0203340668538665,0.8348187819713452
-70.99419883976796,0.9276468035720201,1.0204114839292222,0.8348821232148181
-70.89417883576715,0.9277151485702999,1.02048666342733,0.83494363371327
-70.79415883176635,0.9277815177286747,1.0205596695015422,0.8350033659558073
-70.69413882776556,0.9278459677186143,1.0206305644904758,0.8350613709467528
-70.59411882376475,0.9279085536074505,1.0206994089681956,0.8351176982467055
-70.49409881976395,0.9279693289027876,1.0207662617930664,0.8351723960125088
-70.39407881576315,0.9280283455957286,1.0208311801553014,0.8352255110361557
-70.29405881176235,0.9280856542029489,1.0208942196232438,0.8352770887826539
-70.19403880776156,0.9281413038076447,1.0209554341884093,0.8353271734268802
-70.09401880376075,0.9281953420993853,1.0210148763093239,0.8353758078894468
-69.99399879975995,0.9282478154128943,1.0210725969541838,0.8354230338716049
-69.89397879575915,0.9282987687657908,1.0211286456423698,0.8354688918892117
