Time (days),Concentration (mg/L),Concentration Upper (mg/L),Concentration Lower (mg/L)
-75.19503900780157,421.3105170308564,463.44156873394206,379.17946532777074
-75.09501900380076,421.41669841351757,463.5583682548694,379.2750285721658
-74.99499899979996,421.5198563390742,463.6718419729816,379.36787070516675
-74.89497899579916,421.6200753771634,463.78208291487977,379.4580678394471
-74.79495899179835,421.71743780299744,463.8891815832972,379.5456940226977
-74.69493898779756,421.81202365626365,463.99322602189005,379.6308212906373
-74.59491898379676,421.9039107986746,464.09430187854207,379.71351971880716
-74.49489897979596,421.99317497019007,464.1924924672091,379.79385747317104
-74.39487897579517,422.0798898439349,464.2878788283284,379.8719008595414
-74.29485897179435,422.1641270798341,464.38053978781755,379.9477143718507
-74.19483896779356,422.2459563769899,464.47055201468896,380.0213607392909
-74.09481896379276,422.3254455248216,464.55799007730377,380.09290097233946
-73.99479895979195,422.40266045299325,464.6429264982926,380.1623944076939
-73.89477895579115,422.47766528014984,464.72543180816484,380.2298987521349
-73.79475895179036,422.55052236148595,464.8055745976346,380.2954701253374
-73.69473894778956,422.6212923351692,464.8834215686861,380.35916310165226
-73.59471894378876,422.6900341676406,464.9590375844047,380.4210307508765
-73.49469893978795,422.756805197814,465.0324857175954,380.4811246780326
-73.39467893578716,422.8216611801974,465.1038272982172,380.53949506217765
-73.29465893178636,422.8846563269567,465.1731219596524,380.59619069426105
-73.19463892778556,422.94584334894535,465.2404276838399,380.6512590140508
-73.09461892378476,423.0052734957194,465.30580084529134,380.70474614614744
-72.99459891978395,423.0629965945608,465.3692962540169,380.75669693510474
-72.89457891578316,423.11906108852867,465.43096719738156,380.80715497967583
-72.79455891178236,423.17351407356034,465.4908654809164,380.85616266620434
-72.69453890778155,423.226401334642,465.5490414681062,380.9037612011778
-72.59451890378075,423.27776738106854,465.6055441191754,380.9499906429617
-72.49449889977996,423.32765548081466,465.66042102889617,380.9948899327332
-72.39447889577916,423.37610769403415,465.7137184634376,381.03849692463075
-72.29445889177836,423.4231649057082,465.76548139627903,381.0808484151374
-72.19443888777755,423.46886685746256,465.81575354320887,381.1219801717163
-72.09441888377675,423.5132521785699,465.86457739642697,381.16192696071295
-71.99439887977596,423.5563584161587,465.91199425777455,381.2007225745428
-71.89437887577515,423.59822206464366,465.95804427110807,381.2383998581793
-71.79435887177435,423.6388785943996,466.0027664538396,381.27499073495966
-71.69433886777355,423.67836247969177,466.04619872766096,381.3105262317226
-71.59431886377276,423.7167072258834,466.08837794847176,381.3450365032951
-71.49429885977196,423.75394539593594,466.1293399355296,381.3785508563424
-71.39427885577115,423.79010863621863,466.1691194998405,381.4110977725968
-71.29425885177035,423.8252277016441,466.20775047180854,381.4427049314797
-71.19423884776955,423.85933248014584,466.24526572816046,381.47339923213127
-71.09421884376876,423.8924520165134,466.28169721816477,381.5032068148621
-70.99419883976796,423.92461453560054,466.3170759891606,381.5321530820405
-70.89417883576715,423.955847464922,466.35143221141425,381.5602627184298
-70.79415883176635,423.9861774566524,466.38479520231766,381.5875597109872
-70.69413882776556,424.01563040904415,466.4171934499486,381.61406736813973
-70.59411882376475,424.04423148727574,466.44865463600337,381.63980833854816
-70.49409881976395,424.072005143747,466.4792056581217,381.6648046293723
-70.39407881576315,424.0989751378329,466.50887265161623,381.6890776240496
-70.29405881176235,424.125164555111,466.5376810106221,381.7126480995999
-70.19403880776156,424.15059582607415,466.5656554086816,381.73553624346675
-70.09401880376075,424.1752907443427,466.592819818777,381.75776166990846
-69.99399879975995,424.19927048438717,466.6191975328259,381.7793434359485
-69.89397879575915,424.22255561877535,466.64481118065294,381.8003000568978
-69.79395879175836,424.24516613495445,466.66968274844993,381.820649521459
-69.69393878775756,424.26712145158103,466.6938335967392,381.84040930642294
-69.59391878375675,424.2884404344091,466.71728447785006,381.8595963909682
-69.49389877975595,424.30914141174935,466.74005555292433,381.8782272705744
-69.39387877575516,424.32924218950825,466.7621664084591,381.89631797055745
-69.29385877175434,424.34876006582,466.78363607240203,381.913884059238
-69.19383876775355,424.3677118452798,466.80448302980784,381.93094066075184
-69.09381876375275,424.38611385279046,466.82472523806956,381.9475024675114
-68.99379875975195,424.403981947031,466.8443801417342,381.9635837523279
-68.89377875575116,424.4213315335576,466.86346468691335,381.9791983802018
-68.79375875175035,424.43817757754636,466.88199533530104,381.9943598197917
-68.69373874774955,424.45453461618797,466.8999880778068,382.0090811545692
-68.59371874374875,424.47041677074105,466.9174584478152,382.02337509366697
-68.49369873974794,424.48583775825654,466.9344215340822,382.0372539824309
-68.39367873574714,424.5008109029782,466.950891993276,382.05072981268034
-68.29365873174635,424.5153491474305,466.9668840621736,382.0638142326875
-68.19363872774555,424.5294650632009,466.98241156952105,382.07651855688084
-68.09361872374475,424.5431708614243,466.99748794756675,382.0888537752819
-67.99359871974394,424.5564784029783,467.01212624327616,382.10083056268047
-67.89357871574315,424.56939920839676,467.0263391292365,382.1124592875571
-67.79355871174235,424.5819444675083,467.0401389142592,382.1237500207575
-67.69353870774154,424.5941250488091,467.05353755369003,382.1347125439282
-67.59351870374076,424.60595150857387,467.0665466594313,382.1453563577165
-67.49349869973994,424.61743409971587,467.0791775096875,382.1556906897443
-67.39347869573915,424.6285827803991,467.09144105843905,382.1657245023592
-67.29345869173835,424.6394072224116,467.1033479446528,382.17546650017044
-67.19343868773754,424.64991681930553,467.11490850123613,382.184925137375
-67.09341868373674,424.6601206943105,467.12613276374157,382.19410862487945
-66.99339867973595,424.6700277080254,467.13703047882797,382.20302493722284
-66.89337867573515,424.6796464658962,467.1476111124859,382.2116818193066
-66.79335867173435,424.68898532548474,467.15788385803324,382.2200867929363
-66.69333866773354,424.69805240353315,467.1678576438865,382.22824716317984
-66.59331866373275,424.7068555828317,467.1775411411149,382.2361700245485
-66.49329865973195,424.7154025188933,467.1869427707827,382.243862267004
-66.39327865573114,424.7237006464415,467.19607071108567,382.25133058179733
-66.29325865173035,424.73175718571537,467.2049329042869,382.2585814671438
-66.19323864772954,424.7395791485985,467.21353706345843,382.26562123373867
-66.09321864372875,424.7471733445745,467.22189067903196,382.272456010117
-65.99319863972795,424.75454638651564,467.23000102516727,382.2790917478641
-65.89317863572714,424.7617046963081,467.23787516593893,382.28553422667727
-65.79315863172634,424.768654510319,467.2455199613509,382.2917890592871
-65.69313862772555,424.77540188470914,467.25294207318007,382.2978616962382
-65.59311862372473,424.7819527005955,467.2601479706551,382.303757430536
-65.49309861972395,424.78831266906855,467.2671439359754,382.3094814021617
-65.39307861572314,424.7944873360668,467.27393606967354,382.31503860246016
-65.29305861172234,424.80048208711503,467.28053029582657,382.32043387840355
-65.19303860772155,424.80630215192633,467.286932367119,382.3256719367337
-65.09301860372074,424.811952608876,467.2931478697637,382.3307573479884
-64.99299859971995,424.81743838934716,467.2991822282819,382.3356945504124
-64.89297859571914,424.8227642819536,467.305040710149,382.34048785375825
-64.79295859171835,424.8279349366431,467.31072843030745,382.3451414429788
-64.69293858771755,424.8329548686837,467.31625035555214,382.34965938181534
-64.59291858371674,424.8378284625375,467.3216113087913,382.35404561628377
-64.49289857971594,424.84255997562343,467.32681597318583,382.3583039780611
-64.39287857571514,424.8471535419738,467.3318688961712,382.36243818777643
-64.29285857171433,424.8516131757864,467.33677449336506,382.36645185820777
-64.19283856771355,424.8559427748754,467.341537052363,382.3703484973879
-64.09281856371274,424.86014612402465,467.3461607364272,382.3741315116222
-63.99279855971194,424.86422689824417,467.3506495880686,382.3778042084198
-63.89277855571114,424.868188665935,467.35500753252853,382.38136979934154
-63.79275855171034,424.87203489196315,467.3592383811595,382.38483140276685
-63.69273854770954,424.87576894064557,467.3633458347102,382.388192046581
-63.59271854370874,424.87939407865167,467.3673334865169,382.3914546707865
-63.49269853970794,424.8829134778212,467.37120482560334,382.39462213003907
-63.39267853570714,424.8863302179017,467.37496323969185,382.3976971961115
-63.292658531706344,424.8896472892079,467.37861201812876,382.4006825602871
-63.19263852770554,424.8928675952052,467.38215435472574,382.4035808356847
-63.09261852370474,424.89599395501824,467.3855933505201,382.4063945595164
-62.99259851970394,424.8990291058691,467.388932016456,382.40912619528217
-62.89257851570314,424.9019757054443,467.39217327598874,382.41177813489986
-62.79255851170234,424.90483633419456,467.39531996761406,382.4143527007751
-62.69253850770154,424.90761349756906,467.398374847326,382.41685214781216
-62.59251850370074,424.9103096281842,467.4013405910027,382.4192786653658
-62.49249849969994,424.9129270879321,467.40421979672533,382.4216343791389
-62.39247849569914,424.9154681700266,467.4070149870293,382.42392135302396
-62.29245849169834,424.9179351009923,467.40972861109157,382.42614159089305
-62.19243848769754,424.9203300425944,467.4123630468539,382.42829703833496
-62.09241848369674,424.9226550937156,467.4149206030872,382.430389584344
-61.992398479695936,424.92491229217654,467.41740352139425,382.4324210629589
-61.89237847569514,424.9271036165057,467.4198139781563,382.43439325485514
-61.792358471694335,424.92923098765743,467.42215408642323,382.4363078888917
-61.69233846769354,424.93129627068083,467.42442589774896,382.43816664361276
-61.592318463692735,424.93330127634056,467.4266314039746,382.4399711487065
-61.49229845969194,424.9352477626911,467.4287725389603,382.441722986422
-61.39227845569114,424.93713743660527,467.43085118026585,382.44342369294475
-61.29225845169034,424.93897195525903,467.432869150785,382.44507475973313
